epoch,ACCURACY0.3,ACCURACY0.4,ACCURACY0.5,FN0.3,FN0.4,FN0.5,FP0.3,FP0.4,FP0.5,RECALL0.3,RECALL0.4,RECALL0.5,loss,val_ACCURACY0.3,val_ACCURACY0.4,val_ACCURACY0.5,val_FN0.3,val_FN0.4,val_FN0.5,val_FP0.3,val_FP0.4,val_FP0.5,val_RECALL0.3,val_RECALL0.4,val_RECALL0.5,val_loss
12,0.987527072429657,0.9885402917861938,0.9887499213218689,151.0,183.0,213.0,206.0,145.0,109.0,0.936313807964325,0.9228173494338989,0.910164475440979,0.03510288521647453,0.9638402462005615,0.9638402462005615,0.962792158126831,339.0,342.0,352.0,6.0,3.0,3.0,0.9124935269355774,0.9117191433906555,0.9091378450393677,0.1748700588941574
13,0.9897980690002441,0.9904269576072693,0.9901124835014343,131.0,162.0,194.0,161.0,112.0,89.0,0.9447490572929382,0.9316744208335876,0.9181779623031616,0.02856861613690853,0.9691855907440186,0.9653075933456421,0.9639450907707214,279.0,319.0,332.0,15.0,12.0,12.0,0.927981436252594,0.9176561832427979,0.9143004417419434,0.1662811040878296
14,0.9902522563934326,0.9909160733222961,0.9909859299659729,117.0,141.0,178.0,162.0,119.0,80.0,0.9506537318229675,0.9405314326286316,0.9249261617660522,0.02846422791481018,0.9622681140899658,0.962582528591156,0.9632114171981812,332.0,334.0,334.0,28.0,23.0,17.0,0.9143004417419434,0.9137842059135437,0.9137842059135437,0.2186421900987625
15,0.9914751052856445,0.9917895197868347,0.9918244481086731,107.0,134.0,159.0,137.0,101.0,75.0,0.9548713564872742,0.9434837698936462,0.9329397082328796,0.025549480691552162,0.9579708576202393,0.9618488550186157,0.9639450907707214,335.0,336.0,337.0,66.0,28.0,7.0,0.9135260581970215,0.9132679104804993,0.9130098223686218,0.1977446973323822
16,0.9907763004302979,0.9911606311798096,0.9913702607154846,106.0,141.0,176.0,158.0,112.0,71.0,0.9552931189537048,0.9405314326286316,0.9257697463035583,0.026124311611056328,0.9559794664382935,0.9590189456939697,0.9609055519104004,305.0,305.0,309.0,115.0,86.0,64.0,0.9212700128555298,0.9212700128555298,0.9202374815940857,0.19707544147968292
17,0.9913353323936462,0.9917895197868347,0.9916498064994812,102.0,127.0,152.0,146.0,108.0,87.0,0.9569801688194275,0.9464361071586609,0.9358920454978943,0.02571200765669346,0.9633162021636963,0.962372899055481,0.9612200260162354,345.0,355.0,366.0,5.0,4.0,4.0,0.9109447598457336,0.9083634614944458,0.9055240154266357,0.26030614972114563
18,0.9918943643569946,0.9921738505363464,0.9922437071800232,97.0,121.0,143.0,135.0,103.0,79.0,0.9590889811515808,0.9489666819572449,0.9396879076957703,0.0239547248929739,0.9660412669181824,0.9662508964538574,0.965622067451477,277.0,285.0,295.0,47.0,37.0,33.0,0.9284976720809937,0.9264326095581055,0.9238513112068176,0.17599627375602722
19,0.9915798902511597,0.9925232529640198,0.9925232529640198,109.0,126.0,146.0,132.0,88.0,68.0,0.9540278315544128,0.9468578696250916,0.9384226202964783,0.02343968115746975,0.965202808380127,0.9648883938789368,0.9637354612350464,324.0,328.0,343.0,8.0,7.0,3.0,0.9163655042648315,0.9153329730033875,0.9114609956741333,0.2244124710559845
20,0.9926280379295349,0.9931521415710449,0.9932918548583984,84.0,101.0,127.0,127.0,95.0,65.0,0.9645718932151794,0.9574019312858582,0.9464361071586609,0.020339470356702805,0.9605911374092102,0.95975261926651,0.9585997462272644,372.0,381.0,392.0,4.0,3.0,3.0,0.903975248336792,0.9016520380973816,0.8988125920295715,0.28140634298324585
21,0.9930123686790466,0.9937111139297485,0.993955671787262,86.0,97.0,115.0,114.0,83.0,58.0,0.9637283682823181,0.9590889811515808,0.9514972567558289,0.018968790769577026,0.9653075933456421,0.9657268524169922,0.965412437915802,303.0,317.0,327.0,28.0,10.0,3.0,0.9217862486839294,0.9181724190711975,0.9155911207199097,0.21114006638526917
22,0.994479775428772,0.9951086640357971,0.9949339628219604,64.0,75.0,94.0,94.0,65.0,51.0,0.9730071425437927,0.9683677554130554,0.9603542685508728,0.01588507555425167,0.9665653705596924,0.9657268524169922,0.9655172228813171,317.0,325.0,327.0,2.0,2.0,2.0,0.9181724190711975,0.9161073565483093,0.9155911207199097,0.22713255882263184
23,0.9923834800720215,0.9933966994285583,0.9932219982147217,90.0,102.0,127.0,128.0,87.0,67.0,0.9620413184165955,0.9569801688194275,0.9464361071586609,0.022312106564641,0.9649931788444519,0.9634210467338562,0.9621632695198059,328.0,345.0,357.0,6.0,4.0,4.0,0.9153329730033875,0.9109447598457336,0.9078471660614014,0.18350765109062195
24,0.9933267831802368,0.9940255880355835,0.9936412572860718,85.0,103.0,129.0,106.0,68.0,53.0,0.9641501307487488,0.9565584063529968,0.9455925822257996,0.019918639212846756,0.9634210467338562,0.9639450907707214,0.9653075933456421,300.0,307.0,317.0,49.0,37.0,14.0,0.9225606322288513,0.9207537174224854,0.9181724190711975,0.21275994181632996
25,0.9937111139297485,0.9940605163574219,0.9942701458930969,72.0,93.0,105.0,108.0,77.0,59.0,0.9696330428123474,0.9607760310173035,0.9557148814201355,0.01715860888361931,0.9711770415306091,0.9697096943855286,0.9686615467071533,272.0,286.0,297.0,3.0,3.0,2.0,0.92978835105896,0.926174521446228,0.923335075378418,0.18144626915454865
26,0.993955671787262,0.9943400025367737,0.9943050742149353,72.0,85.0,109.0,101.0,77.0,54.0,0.9696330428123474,0.9641501307487488,0.9540278315544128,0.017734335735440254,0.9715962409973145,0.9699193239212036,0.9690808057785034,268.0,284.0,293.0,3.0,3.0,2.0,0.930820882320404,0.9266907572746277,0.9243676066398621,0.22603189945220947
27,0.9936761856079102,0.9945147037506104,0.9946544766426086,72.0,82.0,97.0,109.0,75.0,56.0,0.9696330428123474,0.9654154181480408,0.9590889811515808,0.017273467034101486,0.9691855907440186,0.9662508964538574,0.9649931788444519,290.0,320.0,332.0,4.0,2.0,2.0,0.9251419901847839,0.9173980355262756,0.9143004417419434,0.19696538150310516
