epoch,loss,val_loss
0,0.24470244348049164,0.7303391695022583
1,0.1660492867231369,0.48857009410858154
2,0.1377452164888382,0.365439772605896
3,0.11995907127857208,0.3234753906726837
4,0.10723499953746796,0.2676115334033966
5,0.09434226155281067,0.24887144565582275
6,0.09017844498157501,0.3106238543987274
7,0.07799411565065384,0.25523820519447327
8,0.07441853731870651,0.21103066205978394
9,0.07113038748502731,0.2674964368343353
10,0.06755205243825912,0.21342648565769196
11,0.06252546608448029,0.1859733760356903
12,0.056957047432661057,0.2003411501646042
13,0.053128309547901154,0.19953066110610962
14,0.04990918189287186,0.20862005650997162
15,0.05085991322994232,0.2376839518547058
16,0.0449090413749218,0.23525454103946686
17,0.04464796558022499,0.1993524730205536
18,0.04275045543909073,0.2120712846517563
19,0.04261379316449165,0.20015372335910797
20,0.040631260722875595,0.21770846843719482
21,0.037762515246868134,0.22189994156360626
22,0.039007317274808884,0.22635535895824432
23,0.03782894089818001,0.24094314873218536
24,0.03401552885770798,0.22852101922035217
25,0.03950450196862221,0.24413640797138214
26,0.03537865728139877,0.2694450914859772
27,0.03160154074430466,0.24371212720870972
28,0.031464166939258575,0.22540637850761414
29,0.03332781791687012,0.2571791708469391
30,0.030883383005857468,0.24439287185668945
31,0.027765963226556778,0.25996118783950806
0,0.24759724736213684,0.7578064203262329
1,0.16464385390281677,0.40864425897598267
2,0.1358683705329895,0.33238717913627625
3,0.11275507509708405,0.31092971563339233
4,0.09975233674049377,0.31304091215133667
5,0.09412793070077896,0.23750755190849304
6,0.08507255464792252,0.19666802883148193
7,0.07490499317646027,0.23888130486011505
8,0.07241436094045639,0.21359670162200928
9,0.06777626276016235,0.20321735739707947
10,0.058885544538497925,0.18166543543338776
11,0.054901860654354095,0.16741156578063965
12,0.055214136838912964,0.15154418349266052
13,0.053990598767995834,0.19479215145111084
14,0.049058299511671066,0.18016786873340607
15,0.04475866258144379,0.1994241625070572
16,0.04500718042254448,0.1898222714662552
17,0.04101838544011116,0.2577645778656006
18,0.040283411741256714,0.1916324496269226
19,0.04273518547415733,0.19394156336784363
20,0.03588477522134781,0.1914973109960556
21,0.033907923847436905,0.20691515505313873
22,0.036048661917448044,0.17409959435462952
23,0.03197338432073593,0.17249320447444916
24,0.031244395300745964,0.2111128270626068
25,0.03143903240561485,0.21819333732128143
26,0.030327605083584785,0.22367122769355774
27,0.02984631061553955,0.20684963464736938
28,0.029789699241518974,0.2237401306629181
29,0.026274820789694786,0.19027206301689148
30,0.025107719004154205,0.22166287899017334
31,0.026086922734975815,0.18669500946998596
32,0.03107241541147232,0.19004876911640167
0,0.24790823459625244,0.6739242672920227
1,0.170573890209198,0.41221415996551514
2,0.13910607993602753,0.3536725342273712
3,0.11506380885839462,0.24889425933361053
4,0.1037149578332901,0.2568351924419403
5,0.09277119487524033,0.22326187789440155
6,0.08653074502944946,0.19401678442955017
7,0.07733931392431259,0.23391516506671906
8,0.07388973981142044,0.2128940224647522
9,0.07052285224199295,0.2095363289117813
10,0.0625680461525917,0.2054758369922638
11,0.061973344534635544,0.20156508684158325
12,0.05534925311803818,0.24735043942928314
13,0.05574430152773857,0.2503868043422699
14,0.04919562116265297,0.24401922523975372
15,0.054818909615278244,0.25334492325782776
16,0.053130656480789185,0.21334858238697052
17,0.046766024082899094,0.24043457210063934
18,0.046447426080703735,0.19697223603725433
19,0.03921940177679062,0.2102290242910385
20,0.040511779487133026,0.21224632859230042
21,0.04039529711008072,0.24163818359375
22,0.03796087205410004,0.21700504422187805
23,0.03659556433558464,0.22098541259765625
24,0.03790213540196419,0.23338009417057037
25,0.03452534228563309,0.23420590162277222
26,0.03540559858083725,0.26500052213668823
0,0.2506578862667084,0.7016781568527222
1,0.17371748387813568,0.5501019358634949
2,0.1443701833486557,0.48741281032562256
3,0.12371456623077393,0.3645913600921631
4,0.11233056336641312,0.3286270201206207
5,0.0995078980922699,0.26346227526664734
6,0.09279251843690872,0.2716405689716339
7,0.08879870921373367,0.2725464105606079
8,0.07910741120576859,0.30165088176727295
9,0.07555562257766724,0.2748003602027893
10,0.07023434340953827,0.25933918356895447
11,0.06774961203336716,0.20822376012802124
12,0.06668475270271301,0.24314595758914948
13,0.059817835688591,0.23348242044448853
14,0.0594450980424881,0.2892991602420807
15,0.05643157660961151,0.24715746939182281
16,0.05308518558740616,0.31302410364151
17,0.05114387720823288,0.24729114770889282
18,0.04754602164030075,0.24994376301765442
19,0.04709835723042488,0.19973954558372498
20,0.04526415467262268,0.2195815145969391
21,0.043720390647649765,0.21392741799354553
22,0.04209986701607704,0.2511170506477356
23,0.04465968534350395,0.22125643491744995
24,0.037421345710754395,0.22058984637260437
25,0.03830781206488609,0.21890072524547577
26,0.03817448765039444,0.21134760975837708
27,0.03550318256020546,0.24858714640140533
28,0.03326157107949257,0.22493070363998413
29,0.0296328142285347,0.2304726541042328
30,0.03591723367571831,0.22426818311214447
31,0.03118191659450531,0.2391505390405655
32,0.032282691448926926,0.27945369482040405
33,0.03128879517316818,0.23359686136245728
34,0.031050806865096092,0.2687312960624695
35,0.03188767284154892,0.27449360489845276
36,0.03344373404979706,0.26560646295547485
37,0.02975541539490223,0.2981812357902527
38,0.029724448919296265,0.2668948769569397
39,0.032617535442113876,0.28489989042282104
