epoch,loss,val_loss
0,0.2683115601539612,0.6948594450950623
1,0.18548406660556793,0.697498619556427
2,0.16320663690567017,0.46407535672187805
3,0.14211682975292206,0.4389086961746216
4,0.12604662775993347,0.35012972354888916
5,0.11376262456178665,0.268448144197464
6,0.10592523962259293,0.2830801010131836
7,0.09657302498817444,0.2644438147544861
8,0.09395591169595718,0.23621904850006104
9,0.09153111279010773,0.26440122723579407
10,0.08781544864177704,0.22548063099384308
11,0.08347658067941666,0.26063230633735657
12,0.07828628271818161,0.37598711252212524
13,0.06806158274412155,0.25221389532089233
14,0.066850945353508,0.2137111872434616
15,0.07065162807703018,0.3158230781555176
16,0.06656954437494278,0.19976522028446198
17,0.06203671172261238,0.30151432752609253
18,0.06181732565164566,0.30419355630874634
19,0.06403382122516632,0.21215328574180603
20,0.05964004993438721,0.23606432974338531
21,0.05688176304101944,0.23143887519836426
22,0.057929877191782,0.3206644058227539
23,0.05880188196897507,0.40160199999809265
24,0.05168711021542549,0.3427685797214508
25,0.055252447724342346,0.1716831475496292
26,0.04543308541178703,0.307943731546402
27,0.04632638394832611,0.24758130311965942
28,0.04986531287431717,0.34366732835769653
29,0.04950280487537384,0.28322839736938477
30,0.0503259003162384,0.3161146938800812
31,0.046956002712249756,0.3132126033306122
32,0.04331584647297859,0.397131085395813
33,0.04278961941599846,0.27925318479537964
34,0.04592002555727959,0.2713896632194519
35,0.04690001159906387,0.27863404154777527
36,0.045723386108875275,0.37048983573913574
37,0.04542519524693489,0.3633268177509308
38,0.048493679612874985,0.3269404470920563
39,0.04225257411599159,0.3411763310432434
40,0.04394637420773506,0.32614657282829285
41,0.04232406988739967,0.3670324683189392
42,0.034053653478622437,0.403123140335083
43,0.0365121066570282,0.23740649223327637
44,0.03028092347085476,0.4699118137359619
45,0.03686487674713135,0.34821003675460815
0,0.28064972162246704,0.7873855233192444
1,0.1844983547925949,0.4887467324733734
2,0.16466419398784637,0.4092174470424652
3,0.13613174855709076,0.4058649241924286
4,0.11985556781291962,0.4083602726459503
5,0.10688837617635727,0.26147758960723877
6,0.10314188152551651,0.2511216998100281
7,0.09682641178369522,0.26340919733047485
8,0.08862536400556564,0.29833850264549255
9,0.08932709693908691,0.28358328342437744
10,0.08411451429128647,0.2108430713415146
11,0.0781061202287674,0.22342613339424133
12,0.07763214409351349,0.2230781465768814
13,0.07501043379306793,0.23307615518569946
14,0.0723087340593338,0.22771085798740387
15,0.06717165559530258,0.2660442888736725
16,0.06537185609340668,0.19953389465808868
17,0.06517951935529709,0.21326909959316254
18,0.059845469892024994,0.24959701299667358
19,0.06265594810247421,0.2451838105916977
20,0.05939243733882904,0.4441516697406769
21,0.060793738812208176,0.23728060722351074
22,0.05418180674314499,0.23207902908325195
23,0.054731544107198715,0.23857954144477844
24,0.0658421739935875,0.25657233595848083
25,0.049561046063899994,0.3490399420261383
26,0.04740706458687782,0.20736204087734222
27,0.047281403094530106,0.23268093168735504
28,0.04673904925584793,0.21919859945774078
29,0.04298039525747299,0.26249516010284424
30,0.0454837828874588,0.31722745299339294
31,0.04650631174445152,0.31092369556427
32,0.039468493312597275,0.38470083475112915
33,0.04521578922867775,0.2695653438568115
34,0.04952453821897507,0.2493228018283844
35,0.03958685323596001,0.3025665581226349
36,0.03577210754156113,0.3436872661113739
0,0.2692749500274658,0.7421343922615051
1,0.19258660078048706,0.613806962966919
2,0.1680021435022354,0.5130850076675415
3,0.14410513639450073,0.39851877093315125
4,0.12597054243087769,0.27712342143058777
5,0.11108545958995819,0.2858102321624756
6,0.1039450392127037,0.2862818241119385
7,0.09756159782409668,0.24030986428260803
8,0.09471578150987625,0.24985873699188232
9,0.0864427387714386,0.27581918239593506
10,0.0886794850230217,0.2103288173675537
11,0.08076401054859161,0.25314411520957947
12,0.07611700147390366,0.27341407537460327
13,0.07648706436157227,0.26378652453422546
14,0.07280917465686798,0.32626768946647644
15,0.07217414677143097,0.28814294934272766
16,0.06262827664613724,0.23238061368465424
17,0.06704442948102951,0.3729664981365204
18,0.06305965036153793,0.21061453223228455
19,0.06010296568274498,0.2883688807487488
20,0.06376610696315765,0.30545109510421753
21,0.05815253034234047,0.27145782113075256
22,0.05651070177555084,0.3077613115310669
23,0.05295056477189064,0.35759928822517395
24,0.05056941136717796,0.2902926206588745
25,0.050622470676898956,0.29397445917129517
26,0.05170570686459541,0.34715092182159424
27,0.05170268565416336,0.2887752056121826
28,0.04757966101169586,0.27869680523872375
29,0.05444016307592392,0.28021925687789917
30,0.0479145310819149,0.35574862360954285
0,0.2691206634044647,0.762640655040741
1,0.18638397753238678,0.5211837887763977
2,0.16553689539432526,0.5908864736557007
3,0.1481275111436844,0.48086291551589966
4,0.13796448707580566,0.291400283575058
5,0.1211029514670372,0.5006099343299866
6,0.11440907418727875,0.3124538064002991
7,0.10450839251279831,0.31392043828964233
8,0.09735114872455597,0.31712743639945984
9,0.09339592605829239,0.3427734673023224
10,0.09318335354328156,0.23660099506378174
11,0.08893875777721405,0.29820525646209717
12,0.08423282206058502,0.27886056900024414
13,0.08078183978796005,0.291639506816864
14,0.07458806782960892,0.32281890511512756
15,0.07104040682315826,0.2781537175178528
16,0.07437510788440704,0.2478509098291397
17,0.06919942051172256,0.2686552405357361
18,0.06668565422296524,0.24279361963272095
19,0.06692612916231155,0.30341678857803345
20,0.07572631537914276,0.28773975372314453
21,0.06377733498811722,0.37967824935913086
22,0.06442027539014816,0.2414737045764923
23,0.0638180822134018,0.30323147773742676
24,0.0618228055536747,0.4184798300266266
25,0.06276765465736389,0.29357844591140747
26,0.05844312161207199,0.2680951654911041
27,0.053962867707014084,0.32137975096702576
28,0.05689859017729759,0.24632138013839722
29,0.053912173956632614,0.3121510148048401
30,0.05736435204744339,0.2592393755912781
0,0.26985490322113037,0.7486751675605774
1,0.21039731800556183,0.7267033457756042
2,0.18740522861480713,0.5125467777252197
3,0.1605723649263382,0.3610302209854126
4,0.13329075276851654,0.27882495522499084
5,0.13103516399860382,0.3045276403427124
6,0.11520726978778839,0.24459536373615265
7,0.10515796393156052,0.34755784273147583
8,0.09734140336513519,0.2269255667924881
9,0.0902903601527214,0.3176976144313812
10,0.08765890449285507,0.23805789649486542
11,0.08493579924106598,0.2892567813396454
12,0.08251601457595825,0.2643515467643738
13,0.07606597989797592,0.19680708646774292
14,0.07865504175424576,0.2231030911207199
15,0.07082778960466385,0.2531748116016388
16,0.06426193565130234,0.15434008836746216
17,0.06484945118427277,0.18362683057785034
18,0.06382595747709274,0.20787304639816284
19,0.060972556471824646,0.19077931344509125
20,0.05796382948756218,0.1427781581878662
21,0.06097804382443428,0.25008490681648254
22,0.05435015633702278,0.5341088175773621
23,0.05865667387843132,0.2362712323665619
24,0.06283057481050491,0.20295485854148865
25,0.051709286868572235,0.17965202033519745
26,0.046140022575855255,0.23086299002170563
27,0.04871762543916702,0.21411745250225067
28,0.056491702795028687,0.23558355867862701
29,0.05460398644208908,0.20950102806091309
30,0.05397101864218712,0.17824986577033997
31,0.03858690708875656,0.2805118262767792
32,0.04305194318294525,0.26152801513671875
33,0.04540422931313515,0.2017378807067871
34,0.04723622277379036,0.22957052290439606
35,0.05494071543216705,0.183328777551651
36,0.04422173649072647,0.14926613867282867
37,0.0555802620947361,0.33145672082901
38,0.04925614595413208,0.42234286665916443
39,0.048730142414569855,0.2256522923707962
40,0.04420458897948265,0.2912237346172333
0,0.27839627861976624,0.7001087665557861
1,0.20827092230319977,0.6711716055870056
2,0.1864989548921585,0.6694467663764954
3,0.17142099142074585,0.5894794464111328
4,0.15341460704803467,0.530784547328949
5,0.12945863604545593,0.34673821926116943
6,0.11711800843477249,0.26158756017684937
7,0.1083025261759758,0.29577362537384033
8,0.09930922091007233,0.24860966205596924
9,0.09528180211782455,0.34472376108169556
10,0.09093526005744934,0.3087209165096283
11,0.08300857245922089,0.20852498710155487
12,0.08037596195936203,0.3641168773174286
13,0.08175091445446014,0.1969955563545227
14,0.07787980139255524,0.3552205562591553
15,0.07121720910072327,0.22467438876628876
16,0.06575115770101547,0.228439062833786
17,0.06274347007274628,0.23742735385894775
18,0.06359940022230148,0.1825384944677353
19,0.059886906296014786,0.22930634021759033
20,0.06357460469007492,0.3561703860759735
21,0.06979956477880478,0.22622375190258026
22,0.06531346589326859,0.28748616576194763
23,0.06322693079710007,0.1835465282201767
24,0.05928424373269081,0.16688093543052673
25,0.04846331477165222,0.2549794614315033
26,0.05083813890814781,0.199251189827919
27,0.051103610545396805,0.2311628758907318
28,0.05583075061440468,0.3013560473918915
29,0.048093393445014954,0.18476955592632294
30,0.0442325621843338,0.20991721749305725
31,0.04721871018409729,0.3001980185508728
32,0.04723165184259415,0.17152713239192963
