epoch,ACCURACY0.3,ACCURACY0.4,ACCURACY0.5,FN0.3,FN0.4,FN0.5,FP0.3,FP0.4,FP0.5,RECALL0.3,RECALL0.4,RECALL0.5,loss,val_ACCURACY0.3,val_ACCURACY0.4,val_ACCURACY0.5,val_FN0.3,val_FN0.4,val_FN0.5,val_FP0.3,val_FP0.4,val_FP0.5,val_RECALL0.3,val_RECALL0.4,val_RECALL0.5,val_loss
17,0.9589816331863403,0.9646742343902588,0.9670462012290955,485.0,594.0,733.0,812.0,523.0,309.0,0.7554211020469666,0.7004538774490356,0.6303580403327942,0.11852509528398514,0.942409873008728,0.936812162399292,0.9239088892936707,499.0,597.0,757.0,108.0,69.0,45.0,0.8716893792152405,0.8464900851249695,0.8053483963012695,0.3169039487838745
18,0.9582542777061462,0.9641682505607605,0.9651802778244019,466.0,593.0,759.0,854.0,540.0,342.0,0.7650025486946106,0.7009581327438354,0.6172465682029724,0.12912216782569885,0.95341557264328,0.9516128897666931,0.940986692905426,355.0,435.0,565.0,136.0,75.0,57.0,0.9087169170379639,0.8881460428237915,0.8547184467315674,0.2563198506832123
19,0.9584124088287354,0.9627134799957275,0.9642947316169739,462.0,599.0,757.0,853.0,580.0,372.0,0.7670196890830994,0.6979324221611023,0.6182551980018616,0.11825304478406906,0.8703036308288574,0.9166033864021301,0.9438329935073853,196.0,279.0,323.0,1171.0,600.0,269.0,0.949601411819458,0.9282591938972473,0.916945219039917,0.32834863662719727
20,0.9622390866279602,0.9671726822853088,0.9685642123222351,407.0,518.0,643.0,787.0,520.0,351.0,0.7947553992271423,0.738779604434967,0.675743818283081,0.11456325650215149,0.9492409825325012,0.9446868896484375,0.9360531568527222,484.0,546.0,646.0,51.0,37.0,28.0,0.875546395778656,0.859604001045227,0.833890438079834,0.3498915433883667
21,0.9625236988067627,0.9671094417572021,0.9683428406715393,404.0,512.0,638.0,781.0,528.0,363.0,0.7962682843208313,0.741805374622345,0.6782652735710144,0.11536477506160736,0.9313092827796936,0.9436432719230652,0.9521821737289429,275.0,307.0,350.0,449.0,287.0,154.0,0.9292877316474915,0.9210593700408936,0.910002589225769,0.2247542440891266
22,0.9609424471855164,0.9667931795120239,0.9682479500770569,406.0,495.0,617.0,829.0,555.0,387.0,0.7952597141265869,0.7503781914710999,0.6888552904129028,0.10853724181652069,0.8610056638717651,0.9075901508331299,0.9386147856712341,244.0,286.0,329.0,1221.0,688.0,318.0,0.9372589588165283,0.9264592528343201,0.9154024124145508,0.2822437882423401
23,0.9634092450141907,0.9682795405387878,0.9703352451324463,395.0,486.0,602.0,762.0,517.0,336.0,0.8008068799972534,0.754916787147522,0.6964195370674133,0.12228319048881531,0.9031309485435486,0.883396565914154,0.8518975377082825,1003.0,1218.0,1556.0,18.0,11.0,5.0,0.7420930862426758,0.6868089437484741,0.5998971462249756,0.6020330786705017
24,0.959392786026001,0.9630297422409058,0.9660974144935608,471.0,573.0,679.0,813.0,596.0,393.0,0.7624810934066772,0.7110438942909241,0.6575894951820374,0.14439332485198975,0.8836812376976013,0.9191650748252869,0.9322580695152283,244.0,300.0,351.0,982.0,552.0,363.0,0.9372589588165283,0.9228593707084656,0.909745454788208,0.26243969798088074
25,0.9634092450141907,0.968406081199646,0.9703668355941772,378.0,439.0,524.0,779.0,560.0,413.0,0.8093797564506531,0.7786182761192322,0.7357538938522339,0.11218105256557465,0.950379490852356,0.9558823704719543,0.9574952721595764,306.0,329.0,354.0,217.0,136.0,94.0,0.9213165044784546,0.9154024124145508,0.9089740514755249,0.22521907091140747
26,0.9615117311477661,0.9667299389839172,0.9688488245010376,421.0,512.0,612.0,796.0,540.0,373.0,0.7876954078674316,0.741805374622345,0.6913766860961914,0.12597088515758514,0.9491460919380188,0.9525616765022278,0.9445920586585999,382.0,422.0,527.0,154.0,78.0,57.0,0.9017742276191711,0.891488790512085,0.8644896149635315,0.23438690602779388
27,0.9642947316169739,0.9692915678024292,0.9713788628578186,363.0,435.0,533.0,766.0,536.0,372.0,0.8169440031051636,0.780635416507721,0.7312153577804565,0.11307599395513535,0.9443073868751526,0.9548386931419373,0.9552181959152222,345.0,350.0,403.0,242.0,126.0,69.0,0.9112882614135742,0.910002589225769,0.8963744044303894,0.21988005936145782
28,0.9603731632232666,0.9656546711921692,0.9682795405387878,483.0,579.0,680.0,770.0,507.0,323.0,0.7564296722412109,0.7080181837081909,0.6570852398872375,0.13560141623020172,0.7833966016769409,0.8373814225196838,0.9014231562614441,184.0,290.0,317.0,2099.0,1424.0,722.0,0.9526870846748352,0.9254307150840759,0.9184880256652832,0.29396554827690125
29,0.964958906173706,0.970588207244873,0.972011387348175,388.0,471.0,574.0,720.0,459.0,311.0,0.8043368458747864,0.7624810934066772,0.7105395793914795,0.10550196468830109,0.9248576760292053,0.9392789602279663,0.939373791217804,333.0,421.0,519.0,459.0,219.0,120.0,0.9143738746643066,0.891745924949646,0.8665466904640198,0.24321407079696655
30,0.9661606550216675,0.9701771140098572,0.971473753452301,382.0,450.0,540.0,688.0,493.0,362.0,0.8073625564575195,0.7730711102485657,0.7276853322982788,0.13163574039936066,0.9584439992904663,0.9546489715576172,0.9494307637214661,368.0,429.0,498.0,70.0,49.0,35.0,0.9053741097450256,0.8896888494491577,0.8719465136528015,0.25439122319221497
31,0.9641999006271362,0.968058168888092,0.9696394801139832,418.0,493.0,578.0,714.0,517.0,382.0,0.7892082929611206,0.7513867616653442,0.7085224390029907,0.1296689659357071,0.9331119656562805,0.9417457580566406,0.9516128897666931,311.0,318.0,340.0,394.0,296.0,170.0,0.9200308322906494,0.9182308912277222,0.9125739336013794,0.1749533712863922
32,0.9617014527320862,0.966982901096344,0.9692283272743225,425.0,493.0,579.0,786.0,551.0,394.0,0.7856782674789429,0.7513867616653442,0.7080181837081909,0.13992199301719666,0.9443073868751526,0.947817862033844,0.9459202885627747,384.0,423.0,509.0,203.0,127.0,61.0,0.9012599587440491,0.8912316560745239,0.8691180348396301,0.23452231287956238
33,0.9650853872299194,0.9695762395858765,0.9707779884338379,380.0,462.0,573.0,724.0,500.0,351.0,0.8083711266517639,0.7670196890830994,0.7110438942909241,0.11210785061120987,0.9384250640869141,0.9476280808448792,0.9562618732452393,335.0,350.0,385.0,314.0,202.0,76.0,0.9138596057891846,0.910002589225769,0.901002824306488,0.20647838711738586
34,0.9652751684188843,0.9697659611701965,0.9713156223297119,387.0,446.0,531.0,711.0,510.0,376.0,0.804841160774231,0.7750882506370544,0.7322239279747009,0.1162702664732933,0.9444971680641174,0.9488614797592163,0.9493358731269836,373.0,383.0,448.0,212.0,156.0,86.0,0.9040884375572205,0.9015170931816101,0.884803295135498,0.2126871645450592
35,0.9666033983230591,0.9701771140098572,0.9731183052062988,372.0,441.0,509.0,684.0,502.0,341.0,0.8124054670333862,0.7776097059249878,0.7433182001113892,0.10649456828832626,0.9383301734924316,0.931404173374176,0.918216347694397,584.0,674.0,821.0,66.0,49.0,41.0,0.8498328328132629,0.826690673828125,0.7888917326927185,0.30139634013175964
36,0.9542378187179565,0.9580644965171814,0.9606894254684448,608.0,694.0,762.0,839.0,632.0,481.0,0.6933938264846802,0.6500251889228821,0.6157337427139282,0.26053178310394287,0.953984797000885,0.9535104632377625,0.9437381625175476,406.0,437.0,549.0,79.0,53.0,44.0,0.8956030011177063,0.8876317739486694,0.858832597732544,0.2527872622013092
37,0.9635041356086731,0.9674257040023804,0.970398485660553,418.0,489.0,551.0,736.0,541.0,385.0,0.7892082929611206,0.7534039616584778,0.7221381664276123,0.14107264578342438,0.93538898229599,0.9509487748146057,0.9521821737289429,332.0,345.0,377.0,349.0,172.0,127.0,0.9146310091018677,0.9112882614135742,0.9030598998069763,0.228373721241951
38,0.9663820266723633,0.9708096385002136,0.9733396768569946,349.0,414.0,475.0,714.0,509.0,368.0,0.824004054069519,0.7912254333496094,0.7604639530181885,0.11138853430747986,0.955977201461792,0.9564515948295593,0.9533206820487976,360.0,405.0,454.0,104.0,54.0,38.0,0.9074312448501587,0.8958601355552673,0.8832604885101318,0.26640585064888
39,0.9679000377655029,0.9721062779426575,0.9734029173851013,357.0,409.0,481.0,658.0,473.0,360.0,0.8199697136878967,0.793746829032898,0.7574382424354553,0.11809694021940231,0.8990512490272522,0.9319734573364258,0.9349145889282227,338.0,396.0,537.0,726.0,321.0,149.0,0.9130882024765015,0.8981743454933167,0.8619182109832764,0.2632142901420593
40,0.9634724855422974,0.9675838351249695,0.9705566167831421,388.0,468.0,553.0,767.0,557.0,378.0,0.8043368458747864,0.7639939188957214,0.7211295962333679,0.11372905224561691,0.9541745781898499,0.9556925892829895,0.9465844631195068,371.0,386.0,503.0,112.0,81.0,60.0,0.9046027064323425,0.900745689868927,0.8706608414649963,0.23455506563186646
41,0.9641999006271362,0.9689120650291443,0.9724541306495667,365.0,432.0,494.0,767.0,551.0,377.0,0.8159354329109192,0.7821482419967651,0.7508825063705444,0.11983386427164078,0.9484819769859314,0.9575901031494141,0.9594876766204834,353.0,381.0,392.0,190.0,66.0,35.0,0.9092311859130859,0.9020313620567322,0.8992028832435608,0.21943746507167816
42,0.9624921083450317,0.9665085673332214,0.968058168888092,433.0,497.0,576.0,753.0,562.0,434.0,0.7816439867019653,0.7493696212768555,0.7095310091972351,0.14690347015857697,0.9527513980865479,0.9516128897666931,0.9471536874771118,387.0,417.0,498.0,111.0,93.0,59.0,0.900488555431366,0.8927744626998901,0.8719465136528015,0.3038005530834198
43,0.9645794034004211,0.9682795405387878,0.9708096385002136,439.0,509.0,569.0,681.0,494.0,354.0,0.7786182761192322,0.7433182001113892,0.7130610346794128,0.14110691845417023,0.8657495379447937,0.9111954569816589,0.9193548560142517,271.0,336.0,518.0,1144.0,600.0,332.0,0.9303162693977356,0.9136024713516235,0.8668038249015808,0.8605567216873169
44,0.9557242393493652,0.9621758460998535,0.965338408946991,523.0,582.0,656.0,877.0,614.0,440.0,0.7362582087516785,0.706505298614502,0.6691880822181702,0.188136488199234,0.9349145889282227,0.9343453645706177,0.9268500804901123,549.0,628.0,720.0,137.0,64.0,51.0,0.858832597732544,0.8385189175605774,0.8148624300956726,0.40328913927078247
45,0.9656862616539001,0.9701138734817505,0.9718216061592102,431.0,485.0,563.0,654.0,460.0,328.0,0.7826525568962097,0.7554211020469666,0.716086745262146,0.12214214354753494,0.9391840696334839,0.9531309008598328,0.9512333869934082,313.0,328.0,411.0,328.0,166.0,103.0,0.9195165634155273,0.9156595468521118,0.8943173289299011,0.3745115399360657
46,0.9655597805976868,0.9698925018310547,0.9713472723960876,435.0,500.0,568.0,654.0,452.0,338.0,0.780635416507721,0.7478567957878113,0.7135652899742126,0.23384684324264526,0.9557874798774719,0.9566413760185242,0.9542694687843323,331.0,399.0,434.0,135.0,58.0,48.0,0.9148881435394287,0.8974029421806335,0.8884031772613525,0.5518018007278442
47,0.9670145511627197,0.9715686440467834,0.9741935729980469,371.0,422.0,488.0,672.0,477.0,328.0,0.812909722328186,0.7871911525726318,0.7539082169532776,0.11603305488824844,0.9541745781898499,0.9599620699882507,0.9570208787918091,318.0,325.0,393.0,165.0,97.0,60.0,0.9182308912277222,0.9164309501647949,0.8989457488059998,0.8165918588638306
48,0.9693864583969116,0.9725173711776733,0.974920928478241,330.0,397.0,446.0,638.0,472.0,347.0,0.8335855007171631,0.799798309803009,0.7750882506370544,0.10557842254638672,0.9549335837364197,0.9596773982048035,0.9614800810813904,349.0,361.0,381.0,126.0,64.0,25.0,0.9102597236633301,0.9071741104125977,0.9020313620567322,0.5472235083580017
49,0.9720430374145508,0.9760278463363647,0.9772612452507019,294.0,345.0,405.0,590.0,413.0,314.0,0.851739764213562,0.8260211944580078,0.7957639694213867,0.09007108956575394,0.959392786026001,0.9598671793937683,0.9614800810813904,302.0,340.0,361.0,126.0,83.0,45.0,0.9223451018333435,0.9125739336013794,0.9071741104125977,0.39986568689346313
50,0.9671726822853088,0.9710942506790161,0.9727071523666382,400.0,462.0,530.0,638.0,452.0,333.0,0.7982854247093201,0.7670196890830994,0.7327281832695007,0.42369458079338074,0.8958254456520081,0.8824478387832642,0.864231526851654,1032.0,1187.0,1387.0,66.0,52.0,44.0,0.734636127948761,0.694780170917511,0.6433530449867249,1.5279178619384766
51,0.9612270593643188,0.9644845128059387,0.9668247699737549,484.0,553.0,611.0,742.0,570.0,438.0,0.7559253573417664,0.7211295962333679,0.691881000995636,0.1789870262145996,0.9493358731269836,0.9562618732452393,0.9488614797592163,334.0,386.0,488.0,200.0,75.0,51.0,0.9141167402267456,0.900745689868927,0.8745178580284119,0.3410957157611847
52,0.9627134799957275,0.9646742343902588,0.9663820266723633,505.0,579.0,644.0,674.0,538.0,419.0,0.7453353404998779,0.7080181837081909,0.6752395629882812,0.38567763566970825,0.9619544744491577,0.9529411792755127,0.93538898229599,346.0,451.0,639.0,55.0,45.0,42.0,0.9110311269760132,0.8840318918228149,0.8356903791427612,0.4363248944282532
53,0.9645477533340454,0.9691967368125916,0.9710310101509094,401.0,451.0,515.0,720.0,523.0,401.0,0.7977811694145203,0.7725667953491211,0.740292489528656,0.13987742364406586,0.9563567638397217,0.9517077803611755,0.9460151791572571,375.0,451.0,527.0,85.0,58.0,42.0,0.9035741686820984,0.8840318918228149,0.8644896149635315,0.6821638345718384
54,0.970588207244873,0.9739405512809753,0.9755850434303284,345.0,396.0,466.0,585.0,428.0,306.0,0.8260211944580078,0.8003025650978088,0.7650025486946106,0.10765353590250015,0.934819757938385,0.9286527633666992,0.9103415608406067,522.0,690.0,897.0,165.0,62.0,48.0,0.8657752871513367,0.8225765228271484,0.7693494558334351,0.27140724658966064
55,0.9681530594825745,0.9722327589988708,0.9740986824035645,400.0,471.0,544.0,607.0,407.0,275.0,0.7982854247093201,0.7624810934066772,0.72566819190979,0.11976271122694016,0.9399430751800537,0.9476280808448792,0.9455407857894897,341.0,399.0,498.0,292.0,153.0,76.0,0.9123167991638184,0.8974029421806335,0.8719465136528015,0.238419771194458
56,0.9688488245010376,0.9725173711776733,0.9745097756385803,327.0,399.0,467.0,658.0,470.0,339.0,0.8350983262062073,0.7987897396087646,0.764498233795166,0.10266437381505966,0.9515179991722107,0.9545540809631348,0.9590132832527161,312.0,334.0,355.0,199.0,145.0,77.0,0.9197736978530884,0.9141167402267456,0.9087169170379639,0.2789877951145172
57,0.9658443927764893,0.9694496989250183,0.9714105129241943,390.0,477.0,555.0,690.0,489.0,349.0,0.803328275680542,0.7594553828239441,0.7201210260391235,0.12137635052204132,0.9488614797592163,0.9385198950767517,0.9260910749435425,511.0,626.0,767.0,28.0,22.0,12.0,0.8686037659645081,0.8390331864356995,0.8027770519256592,0.39710432291030884
58,0.9606261849403381,0.9658443927764893,0.9688804745674133,438.0,501.0,580.0,807.0,579.0,404.0,0.779122531414032,0.7473524808883667,0.7075138688087463,0.16221830248832703,0.9375711679458618,0.9422200918197632,0.9347248673439026,454.0,529.0,656.0,204.0,80.0,32.0,0.8832604885101318,0.8639752864837646,0.8313190937042236,0.2856588065624237
59,0.960278332233429,0.9642314910888672,0.9666666388511658,482.0,558.0,622.0,774.0,573.0,432.0,0.7569339275360107,0.7186081409454346,0.6863338351249695,0.1938004493713379,0.9275142550468445,0.919829249382019,0.9081593751907349,735.0,823.0,951.0,29.0,22.0,17.0,0.8110054135322571,0.7883774638175964,0.7554641366004944,0.45026540756225586
60,0.9660974144935608,0.9696710705757141,0.9715686440467834,389.0,441.0,505.0,683.0,518.0,394.0,0.8038325905799866,0.7776097059249878,0.7453353404998779,0.2543805241584778,0.9455407857894897,0.9346299767494202,0.9247627854347229,542.0,665.0,778.0,32.0,24.0,15.0,0.8606325387954712,0.8290048837661743,0.7999485731124878,0.50581955909729
61,0.9590132832527161,0.9611321687698364,0.9629032015800476,487.0,557.0,619.0,809.0,672.0,554.0,0.7544125318527222,0.7191124558448792,0.6878467202186584,0.20357376337051392,0.9302656650543213,0.9222011566162109,0.9122390747070312,724.0,812.0,919.0,11.0,8.0,6.0,0.8138338923454285,0.7912059426307678,0.7636924386024475,1.0137706995010376
