,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_hidden_layers,param_learning_rate,param_layer_size,param_epochs,param_dropout_rate,param_batch_size,param_activation,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_ce,split1_test_ce,split2_test_ce,split3_test_ce,mean_test_ce,std_test_ce,rank_test_ce,split0_train_ce,split1_train_ce,split2_train_ce,split3_train_ce,mean_train_ce,std_train_ce,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall
32,435.33604377508163,1.3595205762275584,0.5980799198150635,0.003694867581928645,5,0.01,100,100,0.1,16,sigmoid,"{'n_hidden_layers': 5, 'learning_rate': 0.01, 'layer_size': 100, 'epochs': 100, 'dropout_rate': 0.1, 'batch_size': 16, 'activation': 'sigmoid'}",0.9284684920738897,0.8363684003668282,0.9308176100628931,0.8364779874213837,0.8830331224812488,0.046617343751866026,6,0.9359304712407739,0.8364414552124733,0.9306052930386933,0.8364049261944274,0.8848455364215919,0.04845893541962993,1.1529517796637343,2.637429858043624,1.115088471454986,2.635663523427152,1.885283408147374,0.7513828009215603,5,1.0326788864518304,2.636252353061057,1.1185106175376036,2.6368411312643016,1.8560707470786983,0.7810657513887354,0.6389111289031225,0.0,0.6354166666666666,0.0,0.3185819488924473,0.3185843445124072,6,0.6750333778371161,0.0,0.6281366791243994,0.0,0.3257925142403789,0.32621415493328365
34,280.69685965776443,1.7403028013022974,0.5668978095054626,0.007399586160255097,3,0.01,100,150,0,32,relu,"{'n_hidden_layers': 3, 'learning_rate': 0.01, 'layer_size': 100, 'epochs': 150, 'dropout_rate': 0, 'batch_size': 32, 'activation': 'relu'}",0.8363684003668282,0.9718328311279969,0.8364779874213837,0.9686844863731656,0.9033409263223435,0.06692700070852894,5,0.8364414552124733,0.9987334585316854,0.8364049261944274,0.9933618656651236,0.9162354264009275,0.07983482877207349,2.6374298580436233,0.4540012192837575,2.635663523427152,0.5047465408715555,1.5579602854065222,1.0787357923562062,6,2.6362523530610575,0.020414336405689067,2.6368411312643016,0.10699418349136407,1.350125501055603,1.2867853984422248,0.0,0.8839071257005604,0.0,0.8886217948717948,0.4431322301430888,0.4431353652155983,5,0.0,0.9938584779706275,0.0,0.9794447410571276,0.49332580475693877,0.4933521248718381
5,258.53684079647064,3.4778264038648596,0.5122337937355042,0.018554684303460925,3,0.01,200,150,0.1,32,sigmoid,"{'n_hidden_layers': 3, 'learning_rate': 0.01, 'layer_size': 200, 'epochs': 150, 'dropout_rate': 0.1, 'batch_size': 32, 'activation': 'sigmoid'}",0.9196908161928469,0.9263723306694616,0.9433962264150944,0.9453616352201258,0.9337052521243822,0.010954022105157606,4,0.9277634624623313,0.9349696466786042,0.9440562494541008,0.9483797711590531,0.9387922824385223,0.007998073251221803,1.2944311982287597,1.1867379094701245,0.912345131192601,0.8806664842759954,1.06854518079187,0.17655797495810588,2,1.1643155143065822,1.0481655485511412,0.9017068167833248,0.832019880825823,0.9865519401167178,0.12891370888622472,0.5740592473979184,0.6212970376301041,0.7267628205128205,0.7339743589743589,0.6640233661288004,0.0684625122649006,4,0.6053404539385848,0.6523364485981309,0.7223705285638014,0.7437266417512013,0.6809435182129295,0.055208933940644446
23,255.89817237854004,0.40974116537250443,0.4840526580810547,0.005190533544930459,2,0.01,500,150,0.2,32,sigmoid,"{'n_hidden_layers': 2, 'learning_rate': 0.01, 'layer_size': 500, 'epochs': 150, 'dropout_rate': 0.2, 'batch_size': 32, 'activation': 'sigmoid'}",0.9376391982182628,0.930433643390541,0.9356656184486373,0.9330450733752621,0.9341958833581758,0.002715481156842749,3,0.9450146307376512,0.9330916713979998,0.9383352257839113,0.9331819372870993,0.9374058663016654,0.0048788026009583315,1.0051374617591056,1.1212772829648219,1.0369478090638513,1.0791860049458308,1.0606371396834025,0.043768384750347736,6,0.8862595356824643,1.078434933563204,0.9939188229485963,1.0769800193371761,1.0088983278828603,0.07863700649387637,0.6965572457966374,0.5924739791833467,0.6899038461538461,0.6009615384615384,0.6449741523988421,0.048406795180675,3,0.7473965287049399,0.6053404539385848,0.6857981847303791,0.5998398291510945,0.6595937491312496,0.061053156221018125
7,79.75519233942032,0.3567309360160359,0.48614001274108887,0.006590013584374905,2,0.01,200,50,0.2,32,sigmoid,"{'n_hidden_layers': 2, 'learning_rate': 0.01, 'layer_size': 200, 'epochs': 50, 'dropout_rate': 0.2, 'batch_size': 32, 'activation': 'sigmoid'}",0.9334468754094065,0.9388182890082536,0.9418238993710691,0.942479035639413,0.9391420248570355,0.003566077116431387,3,0.9392933572083679,0.9426999170196969,0.942746091361691,0.9454100794829243,0.94253736126817,0.0021706027334411834,1.0727097213698171,0.986132763738917,0.9376880487232093,0.9271284997541109,0.9809147583965134,0.05747837170395289,3,0.9784755690972191,0.9235683125566005,0.9228240701007051,0.8798856550194971,0.9261884016935055,0.03498598226008885,0.6373098478783027,0.6589271417133707,0.6899038461538461,0.7283653846153846,0.6786265550902261,0.03426465248070675,3,0.6728971962616822,0.6755674232309746,0.6801922050186866,0.7365189535504538,0.6912939445154493,0.026240778761756192
8,155.83716452121735,0.59507471726313,0.5104311108589172,0.014200238904858086,3,0.01,100,100,0,32,sigmoid,"{'n_hidden_layers': 3, 'learning_rate': 0.01, 'layer_size': 100, 'epochs': 100, 'dropout_rate': 0, 'batch_size': 32, 'activation': 'sigmoid'}",0.9372461679549325,0.9356740469016114,0.9461477987421384,0.9430031446540881,0.9405177895631927,0.004243799718474883,2,0.9465868891121108,0.9404288771454776,0.9489038343960171,0.9452353917372697,0.9452887480977188,0.003097386463255298,1.0114723611008467,1.0368119584485709,0.8679950255093118,0.9186808605737011,0.9587400514081077,0.0684019693615363,4,0.8609177249734414,0.9601731502489135,0.8235729794968895,0.8827012887934483,0.8818412858781731,0.04992397097158714,0.7285828662930345,0.633306645316253,0.7363782051282052,0.6995192307692307,0.6994467368766809,0.040581289874664195,2,0.7722296395193592,0.6571428571428571,0.7375867592098239,0.7111585691404164,0.7195294562531142,0.042028368413381395
31,159.66707408428192,0.5391178354073575,0.5673283338546753,0.006649228264782511,3,0.01,100,150,0.5,64,sigmoid,"{'n_hidden_layers': 3, 'learning_rate': 0.01, 'layer_size': 100, 'epochs': 150, 'dropout_rate': 0.5, 'batch_size': 64, 'activation': 'sigmoid'}",0.9318747543560855,0.9430106118171099,0.9453616352201258,0.9426100628930818,0.9407142660716008,0.005210620326377904,4,0.9359304712407739,0.9475477136742805,0.9438815617084462,0.9467202375753341,0.9435199960497086,0.004587909971780136,1.098049318721817,0.9185605041266885,0.8806664842729609,0.9250165899576293,0.955573224269774,0.08398527629908432,7,1.0326788864464052,0.8454310628675329,0.9045224505560349,0.8587684016970365,0.9103502003917523,0.07394837130301826,0.5916733386709367,0.7005604483586869,0.6987179487179487,0.7051282051282052,0.6740199852189444,0.04760009750067643,4,0.6120160213618158,0.7182910547396528,0.6825947677522691,0.7197010144153764,0.6831507145672786,0.04367843169320664
20,83.9480876326561,0.402149736815467,0.4795820116996765,0.0024742113418570423,2,0.001,200,100,0,64,sigmoid,"{'n_hidden_layers': 2, 'learning_rate': 0.001, 'layer_size': 200, 'epochs': 100, 'dropout_rate': 0, 'batch_size': 64, 'activation': 'sigmoid'}",0.9664614175291497,0.9612210140180794,0.9710429769392034,0.94916142557652,0.9619717085157381,0.008171785133116671,2,0.9955015940952964,0.9894309298161331,0.9944099921390515,0.9757184033540047,0.9887652298511214,0.007872496151264839,0.5405781769163124,0.6250435014358043,0.4667321645707461,0.8194211002497493,0.6129437357931531,0.13171361360204156,7,0.07250583619972646,0.17035338311086162,0.09010038083379562,0.39137319488099664,0.1810831987563451,0.1268896451949205,0.8815052041633307,0.8783026421136909,0.8870192307692307,0.8934294871794872,0.8850641410564349,0.005748593117132511,2,0.9807743658210948,0.9644859813084112,0.9706353443673251,0.9794447410571276,0.9738351081384897,0.00665706277842583
26,96.13914215564728,0.3238152885081619,0.5408260226249695,0.031110638998364883,2,0.001,500,50,0.2,32,sigmoid,"{'n_hidden_layers': 2, 'learning_rate': 0.001, 'layer_size': 500, 'epochs': 50, 'dropout_rate': 0.2, 'batch_size': 32, 'activation': 'sigmoid'}",0.9631861653347308,0.9673784881435871,0.9699947589098532,0.9588574423480084,0.9648542136840449,0.00422909028391556,3,0.9818316810062454,0.9853692623487793,0.9879902174862434,0.9829242728622587,0.9845288584258818,0.0023736441478427665,0.5933690047369609,0.5257967451236982,0.4836274429270829,0.663139775456169,0.5664832420609778,0.0681648812912276,8,0.2928388015427365,0.23581972744547527,0.1935749221045033,0.27522830161342904,0.24936543817653603,0.038258623179351324,0.8326661329063251,0.8622898318654924,0.8926282051282052,0.8709935897435898,0.8646444399109031,0.021514873444094133,2,0.9017356475300401,0.9348464619492657,0.9444741057127602,0.9562199679658302,0.934319045789474,0.020277645599026253
9,200.6154244542122,0.5916205629391187,0.5319728255271912,0.009986631226813482,5,0.001,500,100,0.1,32,relu,"{'n_hidden_layers': 5, 'learning_rate': 0.001, 'layer_size': 500, 'epochs': 100, 'dropout_rate': 0.1, 'batch_size': 32, 'activation': 'relu'}",0.955456570155902,0.9764181842001834,0.9714360587002097,0.9748427672955975,0.9695383950879731,0.008327166134829596,1,0.9771585797266017,0.9987334585316854,0.992532098873264,0.9982967944798672,0.9916802329028546,0.008733999162418557,0.7179553583958951,0.380094060330133,0.4603964351916458,0.40548678053236176,0.49098315861250896,0.13421805942833814,5,0.3681602944862346,0.02041433640566608,0.12036844392931545,0.027452529316562398,0.13409890103444463,0.14077543304171813,0.7429943955164131,0.8975180144115292,0.9375,0.905448717948718,0.8708652819691651,0.0753284996532812,1,0.860347129506008,0.9935914552736983,0.99466097170315,0.9911906033101976,0.9599475399482635,0.05751805401595611
10,46.55783402919769,3.2558178854244497,0.5077707767486572,0.03406952432877483,2,0.001,100,50,0.2,64,relu,"{'n_hidden_layers': 2, 'learning_rate': 0.001, 'layer_size': 100, 'epochs': 50, 'dropout_rate': 0.2, 'batch_size': 64, 'activation': 'relu'}",0.9724878815668806,0.9689506091969081,0.9713050314465409,0.9664570230607966,0.9698001363177815,0.002312292501541816,2,0.9961130279075862,0.9913962527842075,0.9954581186129793,0.9945410079482925,0.9943771018132663,0.0018093066960401048,0.44344305372009674,0.5004571477702503,0.4625083449848862,0.5406490073783659,0.48676438846339976,0.03726975148233255,4,0.06265068759026737,0.138676119723106,0.07320657817905458,0.08798865550367126,0.0906305102490248,0.02916257820832171,0.899119295436349,0.8911128903122498,0.9230769230769231,0.8958333333333334,0.9022856105397138,0.01233658975145555,1,0.9858477970627504,0.9783711615487316,0.99466097170315,0.99359316604378,0.9881182740896031,0.0065753821711384995
25,383.55885618925095,2.9795960878012813,0.5841413140296936,0.046769998898080575,3,0.001,100,50,0.2,8,relu,"{'n_hidden_layers': 3, 'learning_rate': 0.001, 'layer_size': 100, 'epochs': 50, 'dropout_rate': 0.2, 'batch_size': 8, 'activation': 'relu'}",0.9677715184069173,0.9724878815668806,0.9714360587002097,0.9715670859538784,0.9708156361569715,0.0018036531343766221,2,0.9928374896274621,0.9941040310957767,0.9918770198270591,0.9965062450869071,0.9938311964093012,0.0017346889834031977,0.5194618457829226,0.4434430537193382,0.460396435187163,0.4582845253935778,0.4703964650207504,0.029071453559828028,9,0.11544612656953053,0.0950318901649958,0.13092707058724706,0.056312775521601105,0.09942946571084363,0.0279598827857378,0.8414731785428343,0.8903122497998399,0.8854166666666666,0.8958333333333334,0.8782588570856685,0.021555549605358805,1,0.9588785046728971,0.9783711615487316,0.9647624132407902,0.98718633208756,0.9722996028874947,0.011128944647957214
28,107.17830628156662,0.7224704718362307,0.5587342977523804,0.0130590618815517,3,0.001,500,100,0.5,64,relu,"{'n_hidden_layers': 3, 'learning_rate': 0.001, 'layer_size': 500, 'epochs': 100, 'dropout_rate': 0.5, 'batch_size': 64, 'activation': 'relu'}",0.9699986898991222,0.9736669723568715,0.9737945492662474,0.970125786163522,0.9718964994214407,0.0018353660434117602,1,0.9926191204087872,0.9951522033454164,0.9922263953183684,0.9916149882085772,0.9929031768202874,0.0013468733660155219,0.48356408286209035,0.42443835570032173,0.42238205888504327,0.4815155331282562,0.4529750076439279,0.029582605258573216,10,0.11896582250133735,0.07813734969029093,0.12529580303426452,0.1351505212500933,0.11438737411899652,0.02170903360849199,0.8422738190552442,0.866293034427542,0.8685897435897436,0.8421474358974359,0.8548260082424914,0.012641565867596143,3,0.9554072096128171,0.9714285714285714,0.9564869193806728,0.9490122797650827,0.9580837450467861,0.008217200978045883
16,251.29209679365158,2.1914064177789094,0.49257373809814453,0.0019744643013177433,3,0.001,200,150,0.5,32,,"{'n_hidden_layers': 3, 'learning_rate': 0.001, 'layer_size': 200, 'epochs': 150, 'dropout_rate': 0.5, 'batch_size': 32}",0.9711777806891131,0.969081619284685,0.9774633123689728,0.9706498951781971,0.972093151880242,0.0031948727116418094,1,0.9954142464078264,0.9935799449709569,0.9963752292776662,0.9949340553760154,0.9950758690081163,0.0010075634230558646,0.4645593848465908,0.4983455146533255,0.36324858464169235,0.473067893950674,0.4498053445230707,0.0514952636394271,2,0.07391371457187909,0.10347916040057817,0.05842450085301273,0.0816534795053677,0.07936771383270942,0.016240003526443322,0.8590872698158527,0.8454763811048839,0.8934294871794872,0.8461538461538461,0.8610367460635175,0.019472517826501105,1,0.9727636849132176,0.9612817089452603,0.9791777896422851,0.9703683929524827,0.9708978941133115,0.00641851294976682
39,136.92449778318405,1.011626551599619,0.5066518783569336,0.013254816368586445,3,0.001,100,150,0.2,64,relu,"{'n_hidden_layers': 3, 'learning_rate': 0.001, 'layer_size': 100, 'epochs': 150, 'dropout_rate': 0.2, 'batch_size': 64, 'activation': 'relu'}",0.9705227302502293,0.9697366697235688,0.9769392033542977,0.9731394129979035,0.9725845040814999,0.002812134488406256,2,0.9974669170633708,0.9982530462506005,0.9986898419075901,0.9989518735260722,0.9983404196869085,0.0005627194319626927,0.4751175504154233,0.48778734909221627,0.37169622382134354,0.4329416078589693,0.44188568279698814,0.04532625238721561,4,0.04082857281206282,0.02815766745648244,0.021117353320488565,0.01689390265647,0.02674937406137596,0.00906996557307066,0.9039231385108086,0.8903122497998399,0.9134615384615384,0.8862179487179487,0.8984787188725338,0.010852929212119701,2,0.9957276368491321,0.9957276368491321,0.9938601174586226,0.9959957287773625,0.9953277799835624,0.0008543945084295507
3,47.09388953447342,0.37371692245252347,0.5071167349815369,0.005327393118774585,2,0.001,500,50,0.2,64,relu,"{'n_hidden_layers': 2, 'learning_rate': 0.001, 'layer_size': 500, 'epochs': 50, 'dropout_rate': 0.2, 'batch_size': 64, 'activation': 'relu'}",0.9753701034979694,0.9669854578802568,0.9740566037735849,0.9749737945492662,0.9728464899252693,0.0034172402090774756,2,0.9983403939380705,0.9909158405031226,0.9941916324569832,0.9979910909249716,0.9953597394557869,0.0030381336194809905,0.39698712523443136,0.532131644468818,0.41815823930070056,0.4033748707382248,0.43766296993554366,0.05507940421320315,4,0.02674978908334133,0.1464194507752787,0.09361992305601016,0.03237988842477562,0.07479226283485145,0.04896892797714098,0.9015212169735789,0.933546837469976,0.9222756410256411,0.9094551282051282,0.9166997059185811,0.01222484485308467,1,0.9922563417890521,0.9962616822429906,0.9943940202883075,0.990923651895355,0.9934589240539262,0.002037379901720438
13,139.24008697271347,0.5371564617674677,0.4980459213256836,0.009720456603690588,2,0.001,500,150,0.2,64,sigmoid,"{'n_hidden_layers': 2, 'learning_rate': 0.001, 'layer_size': 500, 'epochs': 150, 'dropout_rate': 0.2, 'batch_size': 64, 'activation': 'sigmoid'}",0.9685575789335779,0.9722258613913272,0.9762840670859538,0.9743186582809225,0.9728465414229454,0.002861999024468442,1,0.993099532689872,0.9956326156265013,0.9957201502314612,0.9967682767053891,0.9953051438133059,0.001349531993253454,0.5067920471078537,0.4476663199439474,0.382255772792235,0.41393441971001294,0.43766213988851227,0.046129973743795176,5,0.1112224914522221,0.07039401864009526,0.06898312751319705,0.052089324857168766,0.0756722406156708,0.02175188561674283,0.8751000800640513,0.8742994395516414,0.8958333333333334,0.9022435897435898,0.886869110673154,0.012381827492029665,2,0.9730307076101469,0.976502002670227,0.9754404698344902,0.984516817939135,0.9773724995134998,0.0043122774184186615
1,84.07036966085434,0.5814101513537747,0.5238550305366516,0.006568936934703159,5,0.001,200,50,0,32,relu,"{'n_hidden_layers': 5, 'learning_rate': 0.001, 'layer_size': 200, 'epochs': 50, 'dropout_rate': 0, 'batch_size': 32, 'activation': 'relu'}",0.9702607100746757,0.9757631337612996,0.9743186582809225,0.972877358490566,0.973304965151866,0.0020322710882217467,1,0.9917893173778224,0.9982967200943355,0.9966809328325618,0.9982094506070399,0.9962441052279398,0.0026510263764536607,0.4793408166373432,0.3906522258963452,0.41393441971297845,0.4371654274486224,0.43027322242382227,0.03275633958434939,5,0.13234066704285613,0.02745372826999234,0.05349714174624768,0.02886034620472183,0.060537970815954495,0.04272949644359201,0.8566853482786229,0.911929543634908,0.936698717948718,0.8942307692307693,0.8998860947732545,0.029148332243144053,2,0.949799732977303,0.9949265687583445,0.996262680192205,0.9922584089695675,0.9833118477243551,0.019401859442084623
38,135.39668136835098,0.8268128324828274,0.4996660351753235,0.0032205825914972033,3,0.001,200,150,0.2,64,relu,"{'n_hidden_layers': 3, 'learning_rate': 0.001, 'layer_size': 200, 'epochs': 150, 'dropout_rate': 0.2, 'batch_size': 64, 'activation': 'relu'}",0.9760251539368532,0.974453032883532,0.9787735849056604,0.9741876310272537,0.9758598506883248,0.0018229527684501866,1,0.9983840677818054,0.9985150893130105,0.9991265612717268,0.9990392173988994,0.9987662339413605,0.0003215121890990228,0.3864289596722187,0.411768557024839,0.342129486698806,0.4160463295035291,0.3890933332248482,0.02938252690685339,5,0.02604584989742593,0.023934032337955644,0.014078268880312036,0.015486085768333553,0.019886059221006794,0.00518216418493609,0.933546837469976,0.8951160928742994,0.9158653846153846,0.8910256410256411,0.9088884889963252,0.01706950097756971,1,0.9981308411214953,0.9957276368491321,0.99572877736252,0.9951948745328351,0.9961955324664956,0.0011383675292002354
22,109.86752706766129,0.3657470780389017,0.5355056524276733,0.009653367648044451,5,0.001,500,100,0.1,64,relu,"{'n_hidden_layers': 5, 'learning_rate': 0.001, 'layer_size': 500, 'epochs': 100, 'dropout_rate': 0.1, 'batch_size': 64, 'activation': 'relu'}",0.9785143456046116,0.9778592951657278,0.9791666666666666,0.9732704402515723,0.9772026869221446,0.002316860116620788,1,0.9990828492815653,0.9993012185002402,0.9986461699711765,0.9971176521966985,0.9985369724874202,0.0008527085698834377,0.34630793052567377,0.35686609608885184,0.335793757315085,0.43082969806779786,0.3674493704993521,0.0373433727392292,8,0.014782822914572872,0.011263126982513187,0.021821261764407376,0.04645805730591023,0.02358131724185092,0.013744038206933602,0.9375500400320256,0.9167333867093675,0.9126602564102564,0.9246794871794872,0.9229057925827842,0.009495651394266618,1,0.9967957276368491,0.9973297730307076,0.9925253603844101,0.996262680192205,0.9957283853110429,0.0018873593967377667
