"Constant","affectedSubdomains,rhoMin,rhoMax,indexShiftx,indexShifty","6,10,1,1000000,0,0,,,,"
"Constant","affectedSubdomains,rhoMin,rhoMax,indexShiftx,indexShifty","6,10,1,1000000,0,0,,,,"
"Constant","affectedSubdomains,rhoMin,rhoMax,indexShiftx,indexShifty","6,10,1,1000000,0,0,,,,"
"Constant","affectedSubdomains,rhoMin,rhoMax,indexShiftx,indexShifty","6,10,1,1000000,0,0,,,,"
"Constant","affectedSubdomains,rhoMin,rhoMax,indexShiftx,indexShifty","6,10,1000000,1,0,0,,,,"
"Constant","affectedSubdomains,rhoMin,rhoMax,indexShiftx,indexShifty","6,10,1000000,1,0,0,,,,"
"Constant","affectedSubdomains,rhoMin,rhoMax,indexShiftx,indexShifty","6,10,1000000,1,0,0,,,,"
"Constant","affectedSubdomains,rhoMin,rhoMax,indexShiftx,indexShifty","6,10,1000000,1,0,0,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,2,16,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,2,16,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,2,16,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,2,16,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,3,2,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,3,2,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,3,2,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,3,2,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1000000,1,1,4,12,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1000000,1,1,4,12,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1000000,1,1,4,12,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1000000,1,1,4,12,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1000000,1,-1,4,8,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1000000,1,-1,4,8,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1000000,1,-1,4,8,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1000000,1,-1,4,8,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,3,18,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,3,18,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,3,18,,,,,"
"Strip","rhoMin,rhoMax,height,nStrips,indexShifty","1,1000000,0,3,18,,,,,"
